locus_id	primary_name	category
b1956	dgcQ, yedQ	y-ome
b1957	yodC	y-ome
b1958	yedI	y-ome
b1959	yedA	y-ome
b1960	vsr	well-annotated
b1961	dcm	well-annotated
b1962	yedJ	y-ome
b1963	yedR	y-ome
b1964	yedS_1	excluded
b1965	yedS_2	excluded
b1966	yedS_3	excluded
b1967	hchA	well-annotated
b1968	hprS, yedV	well-annotated
b1969	hprR, yedW	well-annotated
b1970	yedX, hiuH	well-annotated
b1971	msrP, yedY	well-annotated
b1972	msrQ, yedZ	well-annotated
b1973	zinT	well-annotated
b1974	yodB	y-ome
b1975	serU	well-annotated
b1976	mtfA	well-annotated
b1977	asnT	well-annotated
b1978	yeeJ	y-ome
b1979	yeeL_2	excluded
b1980	yeeL_1	excluded
b1981	shiA	well-annotated
b1982	amn	well-annotated
b1983	yeeN	y-ome
b1984	asnW	well-annotated
b1985	yeeO	well-annotated
b1986	asnU	well-annotated
b1987	cbl	well-annotated
b1988	nac	well-annotated
b1989	asnV	well-annotated
b1990	ldtA, erfK	well-annotated
b1991	cobT	well-annotated
b1992	cobS	well-annotated
b1993	cobU	well-annotated
b1994	insH-6, insH8, insH6, insH1	well-annotated
b1995	yoeA_1	excluded
b1996	insD-3, insD6, insD3, insD1	well-annotated
b1997	insC-3, insC6, insC3, insC1	well-annotated
b1998	yoeA_2	excluded
b1999	yeeP, yeeP'	excluded
b2000	flu	well-annotated
b2001	yeeR	y-ome
b2002	yeeS	y-ome
b2003	yeeT	y-ome
b2004	cbeA	well-annotated
b2005	cbtA	well-annotated
b2006	yeeW, yeeW'	excluded
b2007	yeeX	y-ome
b2008	yeeA	y-ome
b2009	sbmC	well-annotated
b2010	dacD	well-annotated
b2011	sbcB	well-annotated
b2012	yeeD	y-ome
b2013	yeeE	y-ome
b2014	plaP	well-annotated
b2015	yeeY	y-ome
b2016	yeeZ	y-ome
b2017	yefM	well-annotated
b2018	hisL	y-ome
b2019	hisG	well-annotated
b2020	hisD	well-annotated
b2021	hisC	well-annotated
b2022	hisB	well-annotated
b2023	hisH	well-annotated
b2024	hisA	well-annotated
b2025	hisF	well-annotated
b2026	hisI	well-annotated
b2027	wzzB	y-ome
b2028	ugd	well-annotated
b2029	gnd	well-annotated
b2030	insH-7, insH9, insH7, insH1	well-annotated
b2031	wbbL_1	excluded
b2032	wbbK	y-ome
b2033	wbbJ	y-ome
b2034	wbbI	well-annotated
b2035	wbbH, rfc	y-ome
b2036	glf	well-annotated
b2037	rfbX, wzxB	well-annotated
b2038	rfbC	well-annotated
b2039	rfbA	well-annotated
b2040	rfbD	well-annotated
b2041	rfbB	well-annotated
b2042	galF, wcaN	y-ome
b2043	wcaM	y-ome
b2044	wcaL	y-ome
b2045	wcaK	y-ome
b2046	wzxC	y-ome
b2047	wcaJ	well-annotated
b2048	cpsG, manB	well-annotated
b2049	cpsB, manC	well-annotated
b2050	wcaI	y-ome
b2051	gmm, wcaH	well-annotated
b2052	fcl, wcaG	well-annotated
b2053	gmd	well-annotated
b2054	wcaF	y-ome
b2055	wcaE	y-ome
b2056	wcaD	y-ome
b2057	wcaC	y-ome
b2058	wcaB	y-ome
b2059	wcaA	y-ome
b2060	wzc	well-annotated
b2061	wzb	well-annotated
b2062	wza	well-annotated
b2063	yegH	y-ome
b2064	asmA	y-ome
b2065	dcd	well-annotated
b2066	udk	well-annotated
b2067	dgcE, yegE	y-ome
b2068	alkA	well-annotated
b2069	yegD	y-ome
b2070	yegI	y-ome
b2071	yegJ	y-ome
b2072	yegK	y-ome
b2073	yegL	y-ome
b2074	mdtA	well-annotated
b2075	mdtB	well-annotated
b2076	mdtC	well-annotated
b2077	mdtD, iceT	y-ome
b2078	baeS	well-annotated
b2079	baeR	well-annotated
b2080	yegP	y-ome
b2081	yegQ	y-ome
b2082	ogrK	y-ome
b2083	yegZ, yegZ'	excluded
b2084		excluded
b2085	yegR	y-ome
b2086	yegS	well-annotated
b2087	gatR_1	excluded
b2088	insE-5, insE5, insE1	well-annotated
b2089	insF-5, insF5, insF1	well-annotated
b2090	gatR_2	excluded
b2091	gatD	well-annotated
b2092	gatC, gatC'	excluded
b2093	gatB	well-annotated
b2094	gatA	well-annotated
b2095	gatZ	well-annotated
b2096	gatY	well-annotated
b2097	fbaB	well-annotated
b2098	yegT	y-ome
b2099	yegU	y-ome
b2100	yegV	y-ome
b2101	yegW	y-ome
b2102	yegX	y-ome
b2103	thiD	well-annotated
b2104	thiM	well-annotated
b2105	rcnR	well-annotated
b2106	rcnA	well-annotated
b2107	rcnB	well-annotated
b2108	yehA	y-ome
b2109	yehB	y-ome
b2110	yehC	y-ome
b2111	yehD	y-ome
b2112	yehE	y-ome
b2113	mrp	y-ome
b2114	metG	well-annotated
b2115	molR_1	excluded
b2116	molR_2	excluded
b2117	molR_3	excluded
b2118	yehI	y-ome
b2119	yehL	y-ome
b2120	yehM	y-ome
b2121	yehP	y-ome
b2122	yehQ, yehQ'	excluded
b2123	yehR	y-ome
b2124	yehS	y-ome
b2125	btsR, yehT	well-annotated
b2126	btsS, yehU	well-annotated
b2127	mlrA	well-annotated
b2128	yehW	well-annotated
b2129	yehX	well-annotated
b2130	yehY	well-annotated
b2131	osmF, yehZ	well-annotated
b2132	bglX	well-annotated
b2133	dld	well-annotated
b2134	pbpG	well-annotated
b2135	yohC	y-ome
b2136	yohD	y-ome
b2137	yohF	y-ome
b2138	mdtQ	excluded
b2139	yohH, mdtQ', mdtQ	excluded
b2140	dusC	well-annotated
b2141	yohJ	y-ome
b2142	yohK	y-ome
b2143	cdd	well-annotated
b2144	sanA	y-ome
b2145	yeiS	y-ome
b2146	preT	well-annotated
b2147	preA	well-annotated
b2148	mglC	well-annotated
b2149	mglA	well-annotated
b2150	mglB	well-annotated
b2151	galS	well-annotated
b2152	yeiB	y-ome
b2153	folE	well-annotated
b2154	yeiG	well-annotated
b2155	cirA	well-annotated
b2156	lysP	well-annotated
b2157	yeiE	y-ome
b2158	yeiH	y-ome
b2159	nfo	well-annotated
b2160	yeiI	y-ome
b2161	nupX	y-ome
b2162	rihB	well-annotated
b2163	yeiL	y-ome
b2164	psuT	y-ome
b2165	psuG	well-annotated
b2166	psuK	y-ome
b2167	fruA	well-annotated
b2168	fruK	well-annotated
b2169	fruB	well-annotated
b2170	setB	well-annotated
b2171	yeiP	y-ome
b2172	yeiQ	y-ome
b2173	yeiR	well-annotated
b2174	lpxT	well-annotated
b2175	mepS	well-annotated
b2176	pdeN, rtn	y-ome
b2177	yejA	y-ome
b2178	yejB	y-ome
b2179	yejE	y-ome
b2180	yejF	y-ome
b2181	yejG	y-ome
b2182	bcr	well-annotated
b2183	rsuA	well-annotated
b2184	radD, yejH	y-ome
b2185	rplY	well-annotated
b2186	yejK	y-ome
b2187	yejL	y-ome
b2188	yejM	y-ome
b2189	proL	well-annotated
b2190	yejO, yejO'	excluded
b2191		excluded
b2192	insH-8, insH11, insH8, insH1	well-annotated
b2193	narP	well-annotated
b2194	ccmH	well-annotated
b2195	ccmG, dsbE	well-annotated
b2196	ccmF	well-annotated
b2197	ccmE	well-annotated
b2198	ccmD	well-annotated
b2199	ccmC	well-annotated
b2200	ccmB	well-annotated
b2201	ccmA	well-annotated
b2202	napC	well-annotated
b2203	napB	well-annotated
b2204	napH	well-annotated
b2205	napG	well-annotated
b2206	napA	well-annotated
b2207	napD	well-annotated
b2208	napF	y-ome
b2209	eco	well-annotated
b2210	mqo	well-annotated
b2211	yojI	well-annotated
b2212	alkB	well-annotated
b2213	ada	well-annotated
b2214	ftp, apbE	well-annotated
b2215	ompC	well-annotated
b2216	rcsD	well-annotated
b2217	rcsB	well-annotated
b2218	rcsC	well-annotated
b2219	atoS	well-annotated
b2220	atoC	well-annotated
b2221	atoD	y-ome
b2222	atoA	well-annotated
b2223	atoE	y-ome
b2224	atoB	well-annotated
b2225	yfaP	y-ome
b2226	yfaQ	y-ome
b2227	yfaS_2	excluded
b2228	yfaS_1	excluded
b2229	yfaT	y-ome
b2230	yfaA	y-ome
b2231	gyrA	well-annotated
b2232	ubiG	well-annotated
b2233	yfaL	y-ome
b2234	nrdA	well-annotated
b2235	nrdB	well-annotated
b2236	yfaE	well-annotated
b2237	inaA	y-ome
b2238	yfaH, yfaH'	excluded
b2239	glpQ	well-annotated
b2240	glpT	well-annotated
b2241	glpA	well-annotated
b2242	glpB	well-annotated
b2243	glpC	well-annotated
b2244	rpnE, yfaD	y-ome
b2245	yfaU, rhmA	well-annotated
b2246	yfaV, rhmT	y-ome
b2247	rhmD	well-annotated
b2248	yfaX, rhmR	y-ome
b2249	yfaY	y-ome
b2250	yfaZ	y-ome
b2251	nudI	well-annotated
b2252	ais	y-ome
b2253	arnB	well-annotated
b2254	arnC	well-annotated
b2255	arnA	well-annotated
b2256	arnD	y-ome
b2257	arnT	well-annotated
b2258	arnF	well-annotated
b2259	pmrD	y-ome
b2260	menE	well-annotated
b2261	menC	well-annotated
b2262	menB	well-annotated
b2263	menH	well-annotated
b2264	menD	well-annotated
b2265	menF	well-annotated
b2266	elaB	y-ome
b2267	elaA	y-ome
b2268	rbn	well-annotated
b2269	elaD	well-annotated
b2270	yfbK	y-ome
b2271	yfbL	y-ome
b2272	yfbM	y-ome
b2273	yfbN	y-ome
b2274	yfbO	y-ome
b2275	yfbP	y-ome
b2276	nuoN	well-annotated
b2277	nuoM	well-annotated
b2278	nuoL	well-annotated
b2279	nuoK	well-annotated
b2280	nuoJ	well-annotated
b2281	nuoI	well-annotated
b2282	nuoH	well-annotated
b2283	nuoG	well-annotated
b2284	nuoF	well-annotated
b2285	nuoE	well-annotated
b2286	nuoC	well-annotated
b2287	nuoB	well-annotated
b2288	nuoA	well-annotated
b2289	lrhA	well-annotated
b2290	alaA	well-annotated
b2291	yfbR	well-annotated
b2292	yfbS	y-ome
b2293	hxpA, yfbT	well-annotated
b2294	yfbU	y-ome
b2295	yfbV	y-ome
b2296	ackA	well-annotated
b2297	pta	well-annotated
b2298	yfcC	y-ome
b2299	yfcD	y-ome
b2300	yfcE	well-annotated
b2301	yfcF	well-annotated
b2302	yfcG	well-annotated
b2303	folX	well-annotated
b2304	yfcH	y-ome
b2305	rpnB, yfcI	y-ome
b2306	hisP	well-annotated
b2307	hisM	well-annotated
b2308	hisQ	well-annotated
b2309	hisJ	well-annotated
b2310	argT	well-annotated
b2311	ubiX	well-annotated
b2312	purF	well-annotated
b2313	cvpA	y-ome
b2314	dedD	well-annotated
b2315	folC	well-annotated
b2316	accD	well-annotated
b2317	dedA	y-ome
b2318	truA	well-annotated
b2319	usg	y-ome
b2320	pdxB	well-annotated
b2321	flk	y-ome
b2322	yfcJ	y-ome
b2323	fabB	well-annotated
b2324	mnmC	well-annotated
b2325	yfcL	y-ome
b2326	epmC	well-annotated
b2327	yfcA	y-ome
b2328	mepA	well-annotated
b2329	aroC	well-annotated
b2330	prmB	well-annotated
b2331	smrB, yfcN	y-ome
b2332	yfcO	y-ome
b2333	yfcP	y-ome
b2334	yfcQ	y-ome
b2335	yfcR	y-ome
b2336	yfcS	y-ome
b2337	yfcU_2	excluded
b2338	yfcU_1	excluded
b2339	yfcV	y-ome
b2340	sixA	well-annotated
b2341	fadJ	well-annotated
b2342	fadI	well-annotated
b2343	yfcZ	y-ome
b2344	fadL	well-annotated
b2345	yfdF	y-ome
b2346	mlaA	y-ome
b2347	yfdC	y-ome
b2348	argW	well-annotated
b2349	intS	y-ome
b2350	yfdG, gtrA	well-annotated
b2351	yfdH, gtrB	y-ome
b2352	yfdI, gtrS	y-ome
b2353	tfaS, tfaS'	excluded
b2354	yfdK	y-ome
b2355	yfdL, yfdL'	excluded
b2356	yfdM, yfdM'	excluded
b2357	yfdN	y-ome
b2358	yfdO, oweS', oweS	excluded
b2359	yfdP	y-ome
b2360	yfdQ	y-ome
b2361	yfdR	well-annotated
b2362	yfdS	y-ome
b2363	yfdT	y-ome
b2364	dsdC	well-annotated
b2365	dsdX	well-annotated
b2366	dsdA	well-annotated
b2367	emrY	y-ome
b2368	emrK	y-ome
b2369	evgA	well-annotated
b2370	evgS	well-annotated
b2371	yfdE	well-annotated
b2372	yfdV	y-ome
b2373	oxc	well-annotated
b2374	frc	well-annotated
b2375	yfdX	y-ome
b2376	ypdI	y-ome
b2377	yfdY	y-ome
b2378	lpxP	well-annotated
b2379	alaC	well-annotated
b2380	ypdA	well-annotated
b2381	ypdB	well-annotated
b2382	ypdC	y-ome
b2383	fryA	y-ome
b2384	ypdE	well-annotated
b2385	ypdF	well-annotated
b2386	fryC	y-ome
b2387	fryB	y-ome
b2388	glk	well-annotated
b2389	yfeO	y-ome
b2390	ypeC	y-ome
b2392	mntH	well-annotated
b2393	nupC	well-annotated
b2394	insL-3, insL3, insL1	well-annotated
b2395	pdeA, yfeA	y-ome
b2396	alaX	well-annotated
b2397	alaW	well-annotated
b2398	yfeC	y-ome
b2399	yfeD	y-ome
b2400	gltX	well-annotated
b2401	valU	well-annotated
b2402	valX	well-annotated
b2403	valY	well-annotated
b2404	lysV	well-annotated
b2405	xapR	well-annotated
b2406	xapB	well-annotated
b2407	xapA	well-annotated
b2408	yfeN	y-ome
b2409	yfeR	y-ome
b2410	yfeH	y-ome
b2411	ligA	well-annotated
b2412	zipA	well-annotated
b2413	cysZ	well-annotated
b2414	cysK	well-annotated
b2415	ptsH	well-annotated
b2416	ptsI	well-annotated
b2417	crr	well-annotated
b2418	pdxK	well-annotated
b2419	yfeK	y-ome
b2420	yfeS	y-ome
b2421	cysM	well-annotated
b2422	cysA	well-annotated
b2423	cysW	well-annotated
b2424	cysU	well-annotated
b2425	cysP	well-annotated
b2426	ucpA	y-ome
b2427	murR	well-annotated
b2428	murQ	well-annotated
b2429	murP	well-annotated
b2430	yfeW	well-annotated
b2431	yfeX	well-annotated
b2432	yfeY	y-ome
b2433	yfeZ	y-ome
b2434	ypeA	y-ome
b2435	amiA	well-annotated
b2436	hemF	well-annotated
b2437	eutR	y-ome
b2438	eutK	y-ome
b2439	eutL	y-ome
b2440	eutC	well-annotated
b2441	eutB	well-annotated
b2442	intZ	y-ome
b2443	yffL	y-ome
b2444	yffM	y-ome
b2445	yffN	y-ome
b2446	yffO	y-ome
b2447	yffP	y-ome
b2448	yffQ	y-ome
b2449	yffR	y-ome
b2450	yffS	y-ome
b2451	eutA	well-annotated
b2452	eutH	y-ome
b2453	eutG	y-ome
b2454	eutJ	y-ome
b2455	eutE	y-ome
b2456	eutN	y-ome
b2457	eutM	y-ome
b2458	eutD	well-annotated
b2459	eutT	y-ome
b2460	eutQ	y-ome
b2461	eutP	y-ome
b2462	eutS	y-ome
b2463	maeB	well-annotated
b2464	talA	well-annotated
b2465	tktB	well-annotated
b2466	ypfG	y-ome
b2467	nudK	well-annotated
b2468	aegA	y-ome
b2469	narQ	well-annotated
b2470	acrD	well-annotated
b2471	yffB	y-ome
b2472	dapE	well-annotated
b2473	ypfH	well-annotated
b2474	tmcA	well-annotated
b2475	ypfJ	y-ome
b2476	purC	well-annotated
b2477	bamC	well-annotated
b2478	dapA	well-annotated
b2479	gcvR	well-annotated
b2480	bcp	well-annotated
b2481	hyfA	well-annotated
b2482	hyfB	well-annotated
b2483	hyfC	well-annotated
b2484	hyfD	well-annotated
b2485	hyfE	well-annotated
b2486	hyfF	well-annotated
b2487	hyfG	well-annotated
b2488	hyfH	well-annotated
b2489	hyfI	well-annotated
b2490	hyfJ	y-ome
b2491	hyfR	well-annotated
b2492	focB	y-ome
b2493	yfgO, perM	y-ome
b2494	bepA	well-annotated
b2495	yfgD	y-ome
b2496	hda	well-annotated
b2497	uraA	well-annotated
b2498	upp	well-annotated
b2499	purM	well-annotated
b2500	purN	well-annotated
b2501	ppk	well-annotated
b2502	ppx	well-annotated
b2503	pdeF, yfgF	well-annotated
b2504	yfgG	y-ome
b2505	yfgH	y-ome
b2506	yfgI	y-ome
b2507	guaA	well-annotated
b2508	guaB	well-annotated
b2509	xseA	well-annotated
b2510	yfgJ	y-ome
b2511	der	well-annotated
b2512	bamB	well-annotated
b2513	yfgM	well-annotated
b2514	hisS	well-annotated
b2515	ispG	well-annotated
b2516	rodZ	well-annotated
b2517	rlmN	well-annotated
b2518	ndk	well-annotated
b2519	pbpC	well-annotated
b2520	yfhM	well-annotated
b2521	mstA, sseA	well-annotated
b2522	sseB	y-ome
b2523	pepB	well-annotated
b2524	iscX	well-annotated
b2525	fdx	well-annotated
b2526	hscA	well-annotated
b2527	hscB	well-annotated
b2528	iscA	well-annotated
b2529	iscU	well-annotated
b2530	iscS	well-annotated
b2531	iscR	well-annotated
b2532	trmJ	well-annotated
b2533	suhB	well-annotated
b2534	yfhR	y-ome
b2535	csiE	y-ome
b2536	hcaT	y-ome
b2537	hcaR	well-annotated
b2538	hcaE	well-annotated
b2539	hcaF	well-annotated
b2540	hcaC	well-annotated
b2541	hcaB	well-annotated
b2542	hcaD	well-annotated
b2543	yphA	y-ome
b2544	yphB	y-ome
b2545	yphC	y-ome
b2546	yphD	y-ome
b2547	yphE	y-ome
b2548	yphF	y-ome
b2549	yphG	y-ome
b2550	yphH	y-ome
b2551	glyA	well-annotated
b2552	hmp	well-annotated
b2553	glnB	well-annotated
b2554	glrR	well-annotated
b2555	qseG, yfhG	y-ome
b2556	glrK	well-annotated
b2557	purL	well-annotated
b2558	mltF	well-annotated
b2559	tadA	well-annotated
b2560	pgpC	well-annotated
b2561	yfhH	y-ome
b2562	yfhL	y-ome
b2563	acpS	well-annotated
b2564	pdxJ	well-annotated
b2565	recO	well-annotated
b2566	era	well-annotated
b2567	rnc	well-annotated
b2568	lepB	well-annotated
b2569	lepA	well-annotated
b2570	rseC	y-ome
b2571	rseB	well-annotated
b2572	rseA	well-annotated
b2573	rpoE	well-annotated
b2574	nadB	well-annotated
b2575	yfiC, trmN	well-annotated
b2576	srmB	well-annotated
b2577	yfiE	y-ome
b2578	eamB	well-annotated
b2579	grcA	well-annotated
b2580	ung	well-annotated
b2581	yfiF	y-ome
b2582	trxC	well-annotated
b2583	yfiP	y-ome
b2584	patZ, pka	well-annotated
b2585	pssA	well-annotated
b2586	yfiM	y-ome
b2587	kgtP	well-annotated
b2588	rrfG	well-annotated
b2589	rrlG	well-annotated
b2590	gltW	well-annotated
b2591	rrsG	well-annotated
b2592	clpB	well-annotated
b2593	pgeF, yfiH	well-annotated
b2594	rluD	well-annotated
b2595	bamD	well-annotated
b2596		excluded
b2597	raiA	well-annotated
b2598	pheL	well-annotated
b2599	pheA	well-annotated
b2600	tyrA	well-annotated
b2601	aroF	well-annotated
b2602	yfiL	y-ome
b2603	yfiR	y-ome
b2604	dgcN, yfiN	well-annotated
b2605	yfiB	y-ome
b2606	rplS	well-annotated
b2607	trmD	well-annotated
b2608	rimM	well-annotated
b2609	rpsP	well-annotated
b2610	ffh	well-annotated
b2611	ypjD	y-ome
b2614	grpE	well-annotated
b2615	nadK	well-annotated
b2616	recN	well-annotated
b2617	bamE	well-annotated
b2618	yfjF, ratB	y-ome
b2619	ratA	well-annotated
b2620	smpB	well-annotated
b2621	ssrA	well-annotated
b2622	intA	well-annotated
b2623	yfjH	y-ome
b2624	alpA	y-ome
b2625	yfjI	y-ome
b2626	yfjJ	y-ome
b2627	abpB, yfjK	y-ome
b2628	abpA, yfjL	y-ome
b2629	yfjM	y-ome
b2630	rnlA	well-annotated
b2631	rnlB	well-annotated
b2632	yfjP	y-ome
b2633	yfjQ	y-ome
b2634	yfjR	y-ome
b2635	ypjK	y-ome
b2636	yfjS	y-ome
b2637	yfjT	y-ome
b2638	yfjU, yfjU'	excluded
b2639	ypjM_3	excluded
b2640	ypjM_2	excluded
b2641	ypjM_1, yfjV', yfjV	excluded
b2642	yfjW	y-ome
b2643	yfjX	y-ome
b2644	yfjY	y-ome
b2645	yfjZ	y-ome
b2646	ypjF	y-ome
b2647	ypjA	y-ome
b2648	pinH, pinH'	excluded
b2649	ypjB	y-ome
b2650	ypjC, ypjC'	excluded
b2651		excluded
b2652	ileY	well-annotated
b2653		excluded
b2659	csiD	well-annotated
b2660	lhgO	well-annotated
b2661	gabD	well-annotated
b2662	gabT	well-annotated
b2663	gabP	well-annotated
b2664	csiR	well-annotated
b2665	kbp, ygaU	well-annotated
b2666	yqaE	y-ome
b2667	ygaV	y-ome
b2668	ygaP	well-annotated
b2669	stpA	well-annotated
b2670	alaE	well-annotated
b2671	ygaC	y-ome
b2672	ygaM	y-ome
b2673	nrdH	well-annotated
b2674	nrdI	well-annotated
b2675	nrdE	well-annotated
b2676	nrdF	well-annotated
b2677	proV	well-annotated
b2678	proW	well-annotated
b2679	proX	well-annotated
b2680	ygaY_1	excluded
b2681	ygaY_2, ygaY', ygaY	excluded
b2682	ygaZ	well-annotated
b2683	ygaH	well-annotated
b2684	mprA	well-annotated
b2685	emrA	well-annotated
b2686	emrB	well-annotated
b2687	luxS	well-annotated
b2688	gshA	well-annotated
b2689	yqaA	y-ome
b2690	yqaB	well-annotated
b2691	argQ	well-annotated
b2692	argZ	well-annotated
b2693	argY	well-annotated
b2694	argV	well-annotated
b2695	serV	well-annotated
b2696	csrA	well-annotated
b2697	alaS	well-annotated
b2698	recX	well-annotated
b2699	recA	well-annotated
b2700	pncC	well-annotated
b2701	mltB	well-annotated
b2702	srlA	well-annotated
b2703	srlE	well-annotated
b2704	srlB	well-annotated
b2705	srlD	well-annotated
b2706	gutM, srlM	well-annotated
b2707	srlR	well-annotated
b2708	gutQ, srlQ	well-annotated
b2709	norR	well-annotated
b2710	norV	well-annotated
b2711	norW	well-annotated
b2712	hypF	well-annotated
b2713	hydN	y-ome
b2714	ascG	well-annotated
b2715	ascF	excluded
b2716	ascB	well-annotated
b2717	hycI	well-annotated
b2718	hycH	well-annotated
b2719	hycG	well-annotated
b2720	hycF	well-annotated
b2721	hycE	well-annotated
b2722	hycD	well-annotated
b2723	hycC	well-annotated
b2724	hycB	well-annotated
b2725	hycA	y-ome
b2726	hypA	well-annotated
b2727	hypB	well-annotated
b2728	hypC	well-annotated
b2729	hypD	well-annotated
b2730	hypE	well-annotated
b2731	fhlA	well-annotated
b2732	ygbA	y-ome
b2733	mutS	well-annotated
b2734	pphB	well-annotated
b2735	ygbI	y-ome
b2736	ygbJ, ltnD	y-ome
b2737	ygbK, otnK	y-ome
b2738	ygbL, otnC	y-ome
b2739	ygbM, otnI	y-ome
b2740	ygbN	y-ome
b2741	rpoS	well-annotated
b2742	nlpD	well-annotated
b2743	pcm	well-annotated
b2744	umpG, surE	well-annotated
b2745	truD	well-annotated
b2746	ispF	well-annotated
b2747	ispD	well-annotated
b2748	ftsB	well-annotated
b2749	ygbE	y-ome
b2750	cysC	well-annotated
b2751	cysN	well-annotated
b2752	cysD	well-annotated
b2753	iap	well-annotated
b2754	cas2, ygbF	well-annotated
b2755	cas1, ygbT	well-annotated
b2756	casE	well-annotated
b2757	casD	well-annotated
b2758	casC	well-annotated
b2759	casB	well-annotated
b2760	casA	well-annotated
b2761	cas3, ygcB	well-annotated
b2762	cysH	well-annotated
b2763	cysI	well-annotated
b2764	cysJ	well-annotated
b2765	queD	well-annotated
b2766	ygcN	y-ome
b2767	ygcO	y-ome
b2768	ygcP	y-ome
b2769	ygcQ	y-ome
b2770	ygcR	y-ome
b2771	ygcS	y-ome
b2774	ygcW	y-ome
b2775	yqcE	y-ome
b2776	ygcE	y-ome
b2777	queE	y-ome
b2778	ygcG	y-ome
b2779	eno	well-annotated
b2780	pyrG	well-annotated
b2781	mazG	well-annotated
b2782	mazF	well-annotated
b2783	mazE	well-annotated
b2784	relA	well-annotated
b2785	rlmD	well-annotated
b2786	barA	well-annotated
b2787	gudD	well-annotated
b2788	gudX	y-ome
b2789	gudP	y-ome
b2790	yqcA	y-ome
b2791	truC	well-annotated
b2792	yqcC	y-ome
b2793	syd	well-annotated
b2794	queF	well-annotated
b2795	ppnN, ygdH	well-annotated
b2796	sdaC	well-annotated
b2797	sdaB	well-annotated
b2798	ygdG	well-annotated
b2799	fucO	well-annotated
b2800	fucA	well-annotated
b2801	fucP	well-annotated
b2802	fucI	well-annotated
b2803	fucK	well-annotated
b2804	fucU	well-annotated
b2805	fucR	well-annotated
b2806	rlmM	well-annotated
b2807	ygdD	y-ome
b2808	gcvA	well-annotated
b2809	ygdI	y-ome
b2810	csdA	well-annotated
b2811	csdE	well-annotated
b2812	tcdA	well-annotated
b2813	mltA	well-annotated
b2814	metZ	well-annotated
b2815	metW	well-annotated
b2816	metV	well-annotated
b2817	amiC	well-annotated
b2818	argA	well-annotated
b2819	recD	well-annotated
b2820	recB	well-annotated
b2821	ptrA	well-annotated
b2822	recC	well-annotated
b2823	ppdC	y-ome
b2824	ygdB	y-ome
b2825	ppdB	y-ome
b2826	ppdA	y-ome
b2827	thyA	well-annotated
b2828	lgt	well-annotated
b2829	ptsP	well-annotated
b2830	rppH	well-annotated
b2831	mutH	well-annotated
b2832	ygdQ	y-ome
b2833	ygdR	y-ome
b2834	tas	y-ome
b2835	lplT	well-annotated
b2836	aas	well-annotated
b2837	galR	well-annotated
b2838	lysA	well-annotated
b2839	lysR	well-annotated
b2840	ygeA	well-annotated
b2841	araE	well-annotated
b2842	kduD	well-annotated
b2843	kduI	well-annotated
b2844	yqeF	well-annotated
b2845	yqeG	y-ome
b2846	yqeH	y-ome
b2847	yqeI	y-ome
b2848	yqeJ	y-ome
b2849	yqeK	y-ome
b2850	ygeF, ygeF'	excluded
b2851	ygeG	y-ome
b2852	ygeH	y-ome
b2853	ygeI	y-ome
b2854	pbl, pbl'	excluded
b2855	ygeK	y-ome
b2856	ygeL, ygeK', ygeK	excluded
b2857	ygeM	y-ome
b2858	ygeN, ygeN'	excluded
b2859	ygeO, ygeO'	excluded
b2860	insD-4, insD8, insD4, insD1	well-annotated
b2861	insC-4, insC8, insC4, insC1	well-annotated
b2862	ygeP	y-ome
b2863	ygeQ, ygeQ'	excluded
b2864	glyU	well-annotated
b2865	ygeR	y-ome
b2866	xdhA	y-ome
b2867	xdhB	y-ome
b2868	xdhC	y-ome
b2869	ygeV	y-ome
b2870	ygeW	y-ome
b2871	ygeX	well-annotated
b2872	ygeY	y-ome
b2873	hyuA	well-annotated
b2874	yqeA	y-ome
b2875	yqeB	y-ome
b2876	yqeC	y-ome
b2877	mocA	well-annotated
b2878	ygfK	y-ome
b2879	ssnA	y-ome
b2880	ygfM	y-ome
b2881	xdhD	y-ome
b2882	xanQ	well-annotated
b2883	guaD	well-annotated
b2886	ygfS	y-ome
b2887	ygfT	y-ome
b2888	uacT	well-annotated
b2889	idi	well-annotated
b2890	lysS	well-annotated
b2891	prfB	well-annotated
b2892	recJ	well-annotated
b2893	dsbC	well-annotated
b2894	xerD	well-annotated
b2895	fldB	y-ome
b2896	ygfX, cptA	well-annotated
b2897	sdhE	well-annotated
b2898	ygfZ	y-ome
b2899	yqfA	y-ome
b2900	yqfB	y-ome
b2901	bglA	well-annotated
b2902	ygfF	y-ome
b2903	gcvP	well-annotated
b2904	gcvH	well-annotated
b2905	gcvT	well-annotated
b2906	ubiI	well-annotated
b2907	ubiH	well-annotated
b2908	pepP	well-annotated
b2909	ygfB	y-ome
b2910	zapA	well-annotated
b2911	ssrS	well-annotated
b2912	fau, ygfA	well-annotated
b2913	serA	well-annotated
b2914	rpiA	well-annotated
b2915	yqfE, yqfE'	excluded
b2916	argP	well-annotated
b2917	scpA	well-annotated
b2918	argK	well-annotated
b2919	scpB	well-annotated
b2920	scpC	well-annotated
b2921	ygfI	y-ome
b2922	yggE	y-ome
b2923	argO	well-annotated
b2924	mscS	well-annotated
b2925	fbaA	well-annotated
b2926	pgk	well-annotated
b2927	epd	well-annotated
b2928	yggC	y-ome
b2929	fumE, yggD	well-annotated
b2930	yggF	well-annotated
b2933	cmtA	well-annotated
