GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	P0AF26	narJ	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:20236317	UniProtKB:P09152	83333	IntAct		F
UniProtKB	P0AF26	narJ	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:20974141	UniProtKB:P09152	83333	IntAct		F
UniProtKB	P0AF26	narJ	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P09152	83333	IntAct		F
UniProtKB	P0AF26	narJ	enables	GO:0016530	metallochaperone activity	ECO:0000315	IMP	PMID:17442677		83333	EcoCyc		F
UniProtKB	P0AF28	narL	enables	GO:0000976	transcription regulatory region sequence-specific DNA binding	ECO:0001807	IDA	PMID:19251855		83333	CollecTF		F
UniProtKB	P0AF28	narL	enables	GO:0000976	transcription regulatory region sequence-specific DNA binding	ECO:0005631	IPI	PMID:19251855	RefSeq:NC_000913.2	83333	CollecTF		F
UniProtKB	P0AF28	narL	enables	GO:0001217	bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding	ECO:0001807	IDA	PMID:19251855		83333	CollecTF		F
UniProtKB	P0AF28	narL	enables	GO:0001217	bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding	ECO:0005631	IPI	PMID:19251855	RefSeq:NC_000913.2	83333	CollecTF		F
UniProtKB	P0AF28	narL	enables	GO:0003677	DNA binding	ECO:0000315	IMP	PMID:7854119		83333	EcoCyc		F
UniProtKB	P0AF28	narL	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:21078995	UniProtKB:P0AFA2	83333	IntAct		F
UniProtKB	P0AF32	narV	enables	GO:0008940	nitrate reductase activity	ECO:0000314	IDA	PMID:3311749		83333	EcoCyc		F
UniProtKB	P0AF36	zapB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:18394147	UniProtKB:P0A9A6	83333	EcoCyc		F
UniProtKB	P0AF36	zapB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:20487275	UniProtKB:P0ADS2	83333	EcoCyc		F
UniProtKB	P0AF36	zapB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:22056926	UniProtKB:P0ADS2	83333	IntAct		F
UniProtKB	P0AF36	zapB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:22580828	UniProtKB:P0A8N0	83333	EcoCyc		F
UniProtKB	P0AF36	zapB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:23957637	UniProtKB:P77173	83333	EcoCyc		F
UniProtKB	P0AF36	zapB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:28470834	UniProtKB:P0AED7	83333	EcoCyc		F
UniProtKB	P0AF36	zapB	enables	GO:0042802	identical protein binding	ECO:0000314	IDA	PMID:18394147		83333	EcoCyc		F
UniProtKB	P0AF43	yjbB	enables	GO:0005315	inorganic phosphate transmembrane transporter activity	ECO:0000315	IMP	PMID:21488939		83333	EcoCyc		F
UniProtKB	P0AF52	ghxP	enables	GO:0015208	guanine transmembrane transporter activity	ECO:0000315	IMP	PMID:24214977		83333	EcoCyc		F
UniProtKB	P0AF61	ghoS	enables	GO:0004521	endoribonuclease activity	ECO:0000314	IDA	PMID:22941047		83333	EcoCyc		F
UniProtKB	P0AF67	tsaE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P63177	83333	IntAct		F
UniProtKB	P0AF67	tsaE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19376873	UniProtKB:P76256	83333	EcoCyc		F
UniProtKB	P0AF67	tsaE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19402753	UniProtKB:P63177	83333	IntAct		F
UniProtKB	P0AF67	tsaE	enables	GO:0016887	ATPase activity	ECO:0000314	IDA	PMID:15324301		83333	EcoCyc		F
UniProtKB	P0AF67	tsaE	enables	GO:0042802	identical protein binding	ECO:0000314	IDA	PMID:19246765		83333	EcoCyc		F
UniProtKB	P0AF67	tsaE	enables	GO:0043531	ADP binding	ECO:0000314	IDA	PMID:25578970		83333	EcoCyc		F
UniProtKB	P0AF78	yjfJ	enables	GO:0042802	identical protein binding	ECO:0000314	IDA	PMID:24361331		83333	EcoCyc		F
UniProtKB	P0AF90	rraB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0A9Z1	83333	IntAct		F
UniProtKB	P0AF90	rraB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0AEK4	83333	IntAct		F
UniProtKB	P0AF90	rraB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0A9Z1	83333	IntAct		F
UniProtKB	P0AF90	rraB	enables	GO:0008428	ribonuclease inhibitor activity	ECO:0000314	IDA	PMID:16771842		83333	EcoCyc		F
UniProtKB	P0AF90	rraB	enables	GO:0019899	enzyme binding	ECO:0000353	IPI	PMID:16771842	UniProtKB:P21513	83333	EcoCyc		F
UniProtKB	P0AF90	rraB	enables	GO:0060698	endoribonuclease inhibitor activity	ECO:0000314	IDA	PMID:16771842		83333	UniProt		F
UniProtKB	P0AF93	ridA	enables	GO:0019239	deaminase activity	ECO:0000314	IDA	PMID:23696645		83333	EcoCyc		F
UniProtKB	P0AF93	ridA	enables	GO:0042802	identical protein binding	ECO:0000314	IDA	PMID:10595546		83333	EcoCyc		F
UniProtKB	P0AF93	ridA	enables	GO:0051082	unfolded protein binding	ECO:0000314	IDA	PMID:25517874		83333	EcoCyc		F
UniProtKB	P0AF98	lptF	enables	GO:0015437	lipopolysaccharide-transporting ATPase activity	ECO:0000314	IDA	PMID:19500581		83333	EcoCyc		F
UniProtKB	P0AFA2	narX	enables	GO:0000155	phosphorelay sensor kinase activity	ECO:0000314	IDA	PMID:8473280		83333	EcoCyc		F
UniProtKB	P0AFA2	narX	enables	GO:0004721	phosphoprotein phosphatase activity	ECO:0000314	IDA	PMID:8473280		83333	EcoCyc		F
UniProtKB	P0AFA2	narX	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:21078995	UniProtKB:P0AF28	83333	IntAct		F
UniProtKB	P0AFA7	nhaB	enables	GO:0015385	sodium:proton antiporter activity	ECO:0000314	IDA	PMID:1317851		83333	EcoliWiki		F
UniProtKB	P0AFA7	nhaB	enables	GO:0015491	cation:cation antiporter activity	ECO:0000315	IMP	PMID:1655717		83333	EcoCyc		F
UniProtKB	P0AFA9	nikC	enables	GO:0015099	nickel cation transmembrane transporter activity	ECO:0000315	IMP	PMID:7934931		83333	EcoCyc		F
UniProtKB	P0AFA9	nikC	enables	GO:0016151	nickel cation binding	ECO:0000314	IDA	PMID:7867647		83333	EcoCyc		F
UniProtKB	P0AFB1	nlpI	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:25699035	UniProtKB:P0C058	83333	EcoCyc		F
UniProtKB	P0AFB1	nlpI	enables	GO:0030674	protein binding, bridging	ECO:0000353	IPI	PMID:26283368	UniProtKB:P0AFV4|UniProtKB:P23865	83333	EcoCyc		F
UniProtKB	P0AFB5	glnL	enables	GO:0000155	phosphorelay sensor kinase activity	ECO:0000314	IDA	PMID:2874557		83333	EcoCyc		F
UniProtKB	P0AFB5	glnL	enables	GO:0004721	phosphoprotein phosphatase activity	ECO:0000314	IDA	PMID:2874557		83333	EcoCyc		F
UniProtKB	P0AFB5	glnL	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:12838411	UniProtKB:P0A9Z1	83333	IntAct		F
UniProtKB	P0AFB5	glnL	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:12838411	UniProtKB:P0AC55	83333	IntAct		F
UniProtKB	P0AFB5	glnL	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:12838411	UniProtKB:P0AFB8	83333	IntAct		F
UniProtKB	P0AFB5	glnL	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15150219	UniProtKB:P0A9Z1	83333	IntAct		F
UniProtKB	P0AFB5	glnL	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15150219	UniProtKB:P0AC55	83333	IntAct		F
UniProtKB	P0AFB5	glnL	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P09153	83333	IntAct		F
UniProtKB	P0AFB5	glnL	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0A9Z1	83333	IntAct		F
UniProtKB	P0AFB5	glnL	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0AC55	83333	IntAct		F
UniProtKB	P0AFB5	glnL	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0AFB8	83333	IntAct		F
UniProtKB	P0AFB5	glnL	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:12838411	UniProtKB:P0AFB5	83333	IntAct		F
UniProtKB	P0AFB5	glnL	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:15150219	UniProtKB:P0AFB5	83333	IntAct		F
UniProtKB	P0AFB5	glnL	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0AFB5	83333	IntAct		F
UniProtKB	P0AFB8	glnG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:12838411	UniProtKB:P0AFB5	83333	IntAct		F
UniProtKB	P0AFB8	glnG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0ACZ4	83333	IntAct		F
UniProtKB	P0AFB8	glnG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0AFB5	83333	IntAct		F
UniProtKB	P0AFC0	nudB	enables	GO:0000287	magnesium ion binding	ECO:0000314	IDA	PMID:4362677		83333	EcoCyc		F
UniProtKB	P0AFC0	nudB	enables	GO:0008828	dATP pyrophosphohydrolase activity	ECO:0000314	IDA	PMID:17698004		83333	EcoCyc		F
UniProtKB	P0AFC0	nudB	enables	GO:0019177	dihydroneopterin triphosphate pyrophosphohydrolase activity	ECO:0000314	IDA	PMID:17698004		83333	EcoCyc		F
UniProtKB	P0AFC3	nuoA	enables	GO:0008137	NADH dehydrogenase (ubiquinone) activity	ECO:0000315	IMP	PMID:8366049		83333	EcoCyc		F
UniProtKB	P0AFC7	nuoB	enables	GO:0008137	NADH dehydrogenase (ubiquinone) activity	ECO:0000315	IMP	PMID:9495756		83333	EcoCyc		F
UniProtKB	P0AFC7	nuoB	enables	GO:0051539	4 iron, 4 sulfur cluster binding	ECO:0000315	IMP	PMID:12975362		83333	EcoCyc		F
UniProtKB	P0AFC7	nuoB	enables	GO:0051539	4 iron, 4 sulfur cluster binding	ECO:0000315	IMP	PMID:12975362		83333	EcoliWiki		F
UniProtKB	P0AFD1	nuoE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16606699	UniProtKB:P33602	83333	IntAct		F
UniProtKB	P0AFD1	nuoE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P33602	83333	IntAct		F
UniProtKB	P0AFD1	nuoE	enables	GO:0051537	2 iron, 2 sulfur cluster binding	ECO:0000315	IMP	PMID:28509551		83333	EcoCyc		F
UniProtKB	P0AFD6	nuoI	enables	GO:0051539	4 iron, 4 sulfur cluster binding	ECO:0000314	IDA	PMID:22474289		83333	EcoCyc		F
UniProtKB	P0AFE0	nuoJ	enables	GO:0008137	NADH dehydrogenase (ubiquinone) activity	ECO:0000315	IMP	PMID:15736965		83333	EcoCyc		F
UniProtKB	P0AFE4	nuoK	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19959836	UniProtKB:P25714	83333	EcoCyc		F
UniProtKB	P0AFE4	nuoK	enables	GO:0008137	NADH dehydrogenase (ubiquinone) activity	ECO:0000315	IMP	PMID:15996109		83333	EcoCyc		F
UniProtKB	P0AFE8	nuoM	enables	GO:0048039	ubiquinone binding	ECO:0000314	IDA	PMID:12730198		83333	EcoCyc		F
UniProtKB	P0AFF0	nuoN	enables	GO:0008137	NADH dehydrogenase (ubiquinone) activity	ECO:0000315	IMP	PMID:12718520		83333	EcoCyc		F
UniProtKB	P0AFF2	nupC	enables	GO:0015212	cytidine transmembrane transporter activity	ECO:0000315	IMP	PMID:374403		83333	EcoliWiki		F
UniProtKB	P0AFF2	nupC	enables	GO:0015213	uridine transmembrane transporter activity	ECO:0000315	IMP	PMID:374403		83333	EcoliWiki		F
UniProtKB	P0AFF2	nupC	enables	GO:0015506	nucleoside:proton symporter activity	ECO:0000314	IDA	PMID:14668133		83333	EcoCyc		F
UniProtKB	P0AFF4	nupG	enables	GO:0015212	cytidine transmembrane transporter activity	ECO:0000315	IMP	PMID:374403		83333	EcoliWiki		F
UniProtKB	P0AFF4	nupG	enables	GO:0015213	uridine transmembrane transporter activity	ECO:0000314	IDA	PMID:15513740		83333	EcoliWiki		F
UniProtKB	P0AFF4	nupG	enables	GO:0015213	uridine transmembrane transporter activity	ECO:0000315	IMP	PMID:374403		83333	EcoliWiki		F
UniProtKB	P0AFF4	nupG	enables	GO:0015214	pyrimidine nucleoside transmembrane transporter activity	ECO:0000314	IDA	PMID:15513740		83333	EcoliWiki		F
UniProtKB	P0AFF6	nusA	enables	GO:0001000	bacterial-type RNA polymerase core enzyme binding	ECO:0000314	IDA	PMID:9659923		83333	CAFA		F
UniProtKB	P0AFF6	nusA	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0A7Z4	83333	IntAct		F
UniProtKB	P0AFF6	nusA	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0A8U6	83333	IntAct		F
UniProtKB	P0AFF6	nusA	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:18996995	UniProtKB:Q47155	83333	IntAct		F
UniProtKB	P0AFF6	nusA	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19402753	UniProtKB:P0A8U6	83333	IntAct		F
UniProtKB	P0AFF6	nusA	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:21742261	UniProtKB:P0A7Z4	83333	IntAct		F
UniProtKB	P0AFF6	nusA	enables	GO:0019904	protein domain specific binding	ECO:0000353	IPI	PMID:9659923	UniProtKB:P03045	83333	CAFA		F
UniProtKB	P0AFG0	nusG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0AG30	83333	IntAct		F
UniProtKB	P0AFG0	nusG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16606699	UniProtKB:P0AG30	83333	IntAct		F
UniProtKB	P0AFG0	nusG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:21673658	UniProtKB:P0AG30	83333	IntAct		F
UniProtKB	P0AFG0	nusG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0ACJ8	83333	IntAct		F
UniProtKB	P0AFG0	nusG	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0AG30	83333	IntAct		F
UniProtKB	P0AFG3	sucA	enables	GO:0000287	magnesium ion binding	ECO:0000314	IDA	PMID:17367808		83333	EcoCyc		F
UniProtKB	P0AFG3	sucA	enables	GO:0004591	oxoglutarate dehydrogenase (succinyl-transferring) activity	ECO:0000314	IDA	PMID:17367808		83333	EcoCyc		F
UniProtKB	P0AFG3	sucA	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0AFG6	83333	IntAct		F
UniProtKB	P0AFG3	sucA	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P63389	83333	IntAct		F
UniProtKB	P0AFG3	sucA	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19402753	UniProtKB:P63389	83333	IntAct		F
UniProtKB	P0AFG3	sucA	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0AFG6	83333	IntAct		F
UniProtKB	P0AFG3	sucA	enables	GO:0030976	thiamine pyrophosphate binding	ECO:0000314	IDA	PMID:17367808		83333	EcoCyc		F
UniProtKB	P0AFG3	sucA	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:16858726	UniProtKB:P0AFG3	83333	IntAct		F
UniProtKB	P0AFG3	sucA	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0AFG3	83333	IntAct		F
UniProtKB	P0AFG6	sucB	enables	GO:0004149	dihydrolipoyllysine-residue succinyltransferase activity	ECO:0000314	IDA	PMID:5335914		83333	EcoliWiki		F
UniProtKB	P0AFG6	sucB	enables	GO:0004149	dihydrolipoyllysine-residue succinyltransferase activity	ECO:0000315	IMP	PMID:6284701		83333	EcoliWiki		F
UniProtKB	P0AFG6	sucB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0A9P0	83333	IntAct		F
UniProtKB	P0AFG6	sucB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0AFG3	83333	IntAct		F
UniProtKB	P0AFG6	sucB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P77717	83333	IntAct		F
UniProtKB	P0AFG6	sucB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19402753	UniProtKB:P77717	83333	IntAct		F
UniProtKB	P0AFG6	sucB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0A9P0	83333	IntAct		F
UniProtKB	P0AFG6	sucB	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0AFG3	83333	IntAct		F
UniProtKB	P0AFG6	sucB	enables	GO:0031405	lipoic acid binding	ECO:0000314	IDA	PMID:1854331		83333	EcoliWiki		F
UniProtKB	P0AFG8	aceE	enables	GO:0000287	magnesium ion binding	ECO:0000314	IDA	PMID:11955070		83333	CAFA		F
UniProtKB	P0AFG8	aceE	enables	GO:0004738	pyruvate dehydrogenase activity	ECO:0000316	IGI	PMID:327021	EcoliWiki:aceF|EcoliWiki:lpd	83333	EcoliWiki		F
UniProtKB	P0AFG8	aceE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P05100	83333	IntAct		F
UniProtKB	P0AFG8	aceE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0A6F5	83333	IntAct		F
UniProtKB	P0AFG8	aceE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0A8L7	83333	IntAct		F
UniProtKB	P0AFG8	aceE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0A8N7	83333	IntAct		F
UniProtKB	P0AFG8	aceE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0A9U1	83333	IntAct		F
UniProtKB	P0AFG8	aceE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0AB83	83333	IntAct		F
UniProtKB	P0AFG8	aceE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0AB89	83333	IntAct		F
UniProtKB	P0AFG8	aceE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0AEV9	83333	IntAct		F
UniProtKB	P0AFG8	aceE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0AG40	83333	IntAct		F
UniProtKB	P0AFG8	aceE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P26602	83333	IntAct		F
UniProtKB	P0AFG8	aceE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P46889	83333	IntAct		F
UniProtKB	P0AFG8	aceE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P76049	83333	IntAct		F
UniProtKB	P0AFG8	aceE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P76170	83333	IntAct		F
UniProtKB	P0AFG8	aceE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P77439	83333	IntAct		F
UniProtKB	P0AFG8	aceE	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:16606699	UniProtKB:P0A6F5	83333	IntAct		F
UniProtKB	P0AFG8	aceE	enables	GO:0030976	thiamine pyrophosphate binding	ECO:0000314	IDA	PMID:11955070		83333	CAFA		F
UniProtKB	P0AFG8	aceE	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:16858726	UniProtKB:P0AFG8	83333	IntAct	occurs_in(GO:0005737)	F
UniProtKB	P0AFG8	aceE	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:11955070		83333	CAFA		F
UniProtKB	P0AFH0	ogt	enables	GO:0003908	methylated-DNA-[protein]-cysteine S-methyltransferase activity	ECO:0000315	IMP	PMID:1520330		83333	EcoCyc		F
UniProtKB	P0AFH0	ogt	enables	GO:0003908	methylated-DNA-[protein]-cysteine S-methyltransferase activity	ECO:0000314	IDA	PMID:2685744		83333	EcoCyc		F
UniProtKB	P0AFH0	ogt	enables	GO:0003908	methylated-DNA-[protein]-cysteine S-methyltransferase activity	ECO:0000314	IDA	PMID:3290202		83333	EcoCyc		F
UniProtKB	P0AFH8	osmY	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:21697552	UniProtKB:P02925	83333	EcoCyc		F
UniProtKB	P0AFH8	osmY	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:21697552	UniProtKB:P69776	83333	EcoCyc		F
UniProtKB	P0AFI0	oxc	enables	GO:0000287	magnesium ion binding	ECO:0000314	IDA	PMID:20553497		83333	UniProt		F
UniProtKB	P0AFI0	oxc	enables	GO:0008949	oxalyl-CoA decarboxylase activity	ECO:0000314	IDA	PMID:20553497		83333	EcoCyc		F
UniProtKB	P0AFI0	oxc	enables	GO:0030976	thiamine pyrophosphate binding	ECO:0000314	IDA	PMID:20553497		83333	EcoCyc		F
UniProtKB	P0AFI0	oxc	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:20553497	UniProtKB:P0AFI0	83333	IntAct		F
UniProtKB	P0AFI0	oxc	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0AFI0	83333	IntAct		F
UniProtKB	P0AFI0	oxc	enables	GO:0043531	ADP binding	ECO:0000314	IDA	PMID:20553497		83333	EcoCyc		F
UniProtKB	P0AFI2	parC	enables	GO:0003677	DNA binding	ECO:0000314	IDA	PMID:16023670		83333	EcoliWiki		F
UniProtKB	P0AFI2	parC	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P0A7K2	83333	IntAct		F
UniProtKB	P0AFI2	parC	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:15690043	UniProtKB:P22523	83333	IntAct		F
UniProtKB	P0AFI2	parC	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:19402753	UniProtKB:P0A7K2	83333	IntAct		F
UniProtKB	P0AFI2	parC	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:20696938	UniProtKB:P22523	83333	IntAct		F
UniProtKB	P0AFI2	parC	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:20921377	UniProtKB:P22523	83333	IntAct		F
UniProtKB	P0AFI2	parC	enables	GO:0005515	protein binding	ECO:0000353	IPI	PMID:24097060	UniProtKB:P22523	83333	IntAct		F
UniProtKB	P0AFI5	pbpG	enables	GO:0004175	endopeptidase activity	ECO:0000314	IDA	PMID:7925376		83333	EcoCyc		F
UniProtKB	P0AFI7	pdxH	enables	GO:0004733	pyridoxamine-phosphate oxidase activity	ECO:0000314	IDA	PMID:7860596		83333	EcoCyc		F
UniProtKB	P0AFI7	pdxH	enables	GO:0004733	pyridoxamine-phosphate oxidase activity	ECO:0000314	IDA	PMID:7860596		83333	EcoliWiki		F
UniProtKB	P0AFI7	pdxH	enables	GO:0010181	FMN binding	ECO:0000269	EXP	PMID:12686112		83333	EcoCyc		F
UniProtKB	P0AFI7	pdxH	enables	GO:0010181	FMN binding	ECO:0000314	IDA	PMID:7860596		83333	EcoCyc		F
UniProtKB	P0AFI7	pdxH	enables	GO:0016491	oxidoreductase activity	ECO:0000314	IDA	PMID:7860596		83333	EcoliWiki		F
UniProtKB	P0AFI7	pdxH	enables	GO:0042301	phosphate ion binding	ECO:0000314	IDA	PMID:15858270		83333	CAFA		F
UniProtKB	P0AFI7	pdxH	enables	GO:0042803	protein homodimerization activity	ECO:0000314	IDA	PMID:15858270		83333	CAFA		F
UniProtKB	P0AFI7	pdxH	enables	GO:1902444	riboflavin binding	ECO:0000314	IDA	PMID:15858270		83333	CAFA		F
UniProtKB	P0AFJ5	phoB	enables	GO:0001108	bacterial-type RNA polymerase holo enzyme binding	ECO:0000315	IMP	PMID:8648643		83333	EcoCyc		F
UniProtKB	P0AFJ5	phoB	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:16154092	UniProtKB:P0AFJ5	83333	IntAct		F
UniProtKB	P0AFJ5	phoB	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:18631241	UniProtKB:P0AFJ5	83333	IntAct		F
UniProtKB	P0AFJ5	phoB	enables	GO:0042802	identical protein binding	ECO:0000353	IPI	PMID:24561554	UniProtKB:P0AFJ5	83333	IntAct		F
UniProtKB	P0AFJ7	pitA	enables	GO:0005315	inorganic phosphate transmembrane transporter activity	ECO:0000315	IMP	PMID:6998957		83333	EcoCyc		F
UniProtKB	P0AFJ7	pitA	enables	GO:0005385	zinc ion transmembrane transporter activity	ECO:0000315	IMP	PMID:10713426		83333	EcoCyc		F
UniProtKB	P0AFJ7	pitA	enables	GO:0015295	solute:proton symporter activity	ECO:0000314	IDA	PMID:346064		83333	EcoCyc		F
UniProtKB	P0AFJ7	pitA	enables	GO:0015654	tellurite transmembrane transporter activity	ECO:0000315	IMP	PMID:23189244		83333	EcoCyc		F
UniProtKB	P0AFK2	pnuC	enables	GO:0034257	nicotinamide riboside transmembrane transporter activity	ECO:0000314	IDA	PMID:15561822		83333	EcoCyc		F
UniProtKB	P0AFK4	potB	enables	GO:0015595	spermidine-importing ATPase activity	ECO:0000314	IDA	PMID:8366082		83333	EcoCyc		F
UniProtKB	P0AFK6	potC	enables	GO:0015595	spermidine-importing ATPase activity	ECO:0000314	IDA	PMID:8366082		83333	EcoCyc		F
UniProtKB	P0AFK9	potD	enables	GO:0019809	spermidine binding	ECO:0000314	IDA	PMID:1939142		83333	EcoCyc		F
UniProtKB	P0AFK9	potD	enables	GO:0019809	spermidine binding	ECO:0000314	IDA	PMID:8366082		83333	EcoCyc		F
UniProtKB	P0AFK9	potD	enables	GO:0019809	spermidine binding	ECO:0000353	IPI	PMID:8621624	CHEBI:57834	83333	EcoCyc		F
UniProtKB	P0AFK9	potD	enables	GO:0019810	putrescine binding	ECO:0000314	IDA	PMID:1939142		83333	EcoCyc		F
UniProtKB	P0AFK9	potD	enables	GO:0019810	putrescine binding	ECO:0000314	IDA	PMID:8366082		83333	EcoCyc		F
UniProtKB	P0AFL3	ppiA	enables	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	ECO:0000314	IDA	PMID:2190212		83333	EcoCyc		F
UniProtKB	P0AFL6	ppx	enables	GO:0004309	exopolyphosphatase activity	ECO:0000314	IDA	PMID:8380170		83333	EcoCyc		F
